Type,Region,Residence _School Type,Service_Type,Year,Coverage,School_age _population,Service_level
sdg,Central and Southern Asia,urban,Sanitation,2019,7.49788,14800394.52,Limited service
sdg,Central and Southern Asia,total,Sanitation,2019,15.76465,86150001,No service
sdg,Central and Southern Asia,primary,Sanitation,2019,18.16355,34131750.06,No service
sdg,Central and Southern Asia,rural,Sanitation,2019,17.99377,62812898.41,No service
sdg,Central and Southern Asia,secondary,Sanitation,2019,14.26356,36917794.79,No service
sdg,Central and Southern Asia,urban,Sanitation,2019,13.11085,25880088.34,No service
sdg,Central and Southern Asia,total,Hygiene,2020,52.18888,284578018.8,Basic service
sdg,Central and Southern Asia,primary,Hygiene,2020,53.98344,100680355.4,Basic service
sdg,Central and Southern Asia,rural,Hygiene,2020,52.00286,179804434.8,Basic service
sdg,Central and Southern Asia,secondary,Hygiene,2020,50.69033,131644594.4,Basic service
sdg,Central and Southern Asia,urban,Hygiene,2020,57.27688,114282271.9,Basic service
sdg,Central and Southern Asia,total,Hygiene,2020,0,0,Insufficient data
sdg,Central and Southern Asia,pre_primary,Hygiene,2020,100,99078921,Insufficient data
sdg,Central and Southern Asia,primary,Hygiene,2020,0,0,Insufficient data
sdg,Central and Southern Asia,rural,Hygiene,2020,0,0,Insufficient data
sdg,Central and Southern Asia,secondary,Hygiene,2020,0,0,Insufficient data
sdg,Central and Southern Asia,urban,Hygiene,2020,0,0,Insufficient data
sdg,Central and Southern Asia,total,Hygiene,2020,26.2484,143128515.5,Limited service
sdg,Central and Southern Asia,primary,Hygiene,2020,23.34886,43546159.87,Limited service
sdg,Central and Southern Asia,rural,Hygiene,2020,24.16136,83540024.82,Limited service
sdg,Central and Southern Asia,secondary,Hygiene,2020,33.81711,87824234.77,Limited service
sdg,Central and Southern Asia,urban,Hygiene,2020,28.92958,57722035.17,Limited service
sdg,Central and Southern Asia,total,Hygiene,2020,21.56272,117578245.2,No service
sdg,Central and Southern Asia,primary,Hygiene,2020,22.66769,42275763.19,No service
sdg,Central and Southern Asia,rural,Hygiene,2020,23.83578,82414294.8,No service
sdg,Central and Southern Asia,secondary,Hygiene,2020,15.49256,40234733.8,No service
sdg,Central and Southern Asia,urban,Hygiene,2020,13.79354,27521691.02,No service
sdg,Central and Southern Asia,total,Sanitation,2020,80.99236,441639019.4,Basic service
sdg,Central and Southern Asia,primary,Sanitation,2020,72.78961,135754287.1,Basic service
sdg,Central and Southern Asia,rural,Sanitation,2020,73.73546,254946807.3,Basic service
sdg,Central and Southern Asia,secondary,Sanitation,2020,77.85732,202198221.3,Basic service
sdg,Central and Southern Asia,urban,Sanitation,2020,80.15873,159937506.7,Basic service
sdg,Central and Southern Asia,total,Sanitation,2020,0,0,Insufficient data
sdg,Central and Southern Asia,pre_primary,Sanitation,2020,100,99078921,Insufficient data
sdg,Central and Southern Asia,primary,Sanitation,2020,0,0,Insufficient data
sdg,Central and Southern Asia,rural,Sanitation,2020,0,0,Insufficient data
sdg,Central and Southern Asia,secondary,Sanitation,2020,0,0,Insufficient data
sdg,Central and Southern Asia,urban,Sanitation,2020,0,0,Insufficient data
sdg,Central and Southern Asia,total,Sanitation,2020,4.73646,25827183.11,Limited service
sdg,Central and Southern Asia,primary,Sanitation,2020,10.50853,19598647.62,Limited service
sdg,Central and Southern Asia,rural,Sanitation,2020,9.94993,34402748.76,Limited service
sdg,Central and Southern Asia,secondary,Sanitation,2020,9.13375,23720676.56,Limited service
sdg,Central and Southern Asia,urban,Sanitation,2020,7.53122,15026740.98,Limited service
sdg,Central and Southern Asia,total,Sanitation,2020,14.27118,77818576.95,No service
sdg,Central and Southern Asia,primary,Sanitation,2020,16.70186,31149347.28,No service
sdg,Central and Southern Asia,rural,Sanitation,2020,16.31461,56409198.34,No service
sdg,Central and Southern Asia,secondary,Sanitation,2020,13.00893,33784667.63,No service
sdg,Central and Southern Asia,urban,Sanitation,2020,12.31005,24561744.68,No service
sdg,Central and Southern Asia,total,Hygiene,2021,52.55266,287549512.9,Basic service
sdg,Central and Southern Asia,primary,Hygiene,2021,54.93768,101576595.4,Basic service
sdg,Central and Southern Asia,rural,Hygiene,2021,52.00673,179092075.3,Basic service
sdg,Central and Southern Asia,secondary,Hygiene,2021,50.41059,131189041.4,Basic service
sdg,Central and Southern Asia,urban,Hygiene,2021,57.28111,116166809.9,Basic service
sdg,Central and Southern Asia,total,Hygiene,2021,0,0,Insufficient data
sdg,Central and Southern Asia,pre_primary,Hygiene,2021,100,102029271,Insufficient data
sdg,Central and Southern Asia,primary,Hygiene,2021,0,0,Insufficient data
sdg,Central and Southern Asia,rural,Hygiene,2021,0,0,Insufficient data
sdg,Central and Southern Asia,secondary,Hygiene,2021,0,0,Insufficient data
sdg,Central and Southern Asia,urban,Hygiene,2021,0,0,Insufficient data
sdg,Central and Southern Asia,total,Hygiene,2021,25.87158,141560114,Limited service
sdg,Central and Southern Asia,primary,Hygiene,2021,22.45071,41510062.22,Limited service
sdg,Central and Southern Asia,rural,Hygiene,2021,24.13006,83095052.71,Limited service
sdg,Central and Southern Asia,secondary,Hygiene,2021,34.09559,88730704.35,Limited service
sdg,Central and Southern Asia,urban,Hygiene,2021,28.92155,58653276.79,Limited service
sdg,Central and Southern Asia,total,Hygiene,2021,21.57575,118054858.3,No service
sdg,Central and Southern Asia,primary,Hygiene,2021,22.61162,41807578.42,No service
sdg,Central and Southern Asia,rural,Hygiene,2021,23.86321,82176114.46,No service
sdg,Central and Southern Asia,secondary,Hygiene,2021,15.49382,40321261.74,No service
sdg,Central and Southern Asia,urban,Hygiene,2021,13.79734,27981176.17,No service
sdg,Central and Southern Asia,total,Sanitation,2021,81.0013,443210346.6,Basic service
sdg,Central and Southern Asia,primary,Sanitation,2021,72.54189,134125764.8,Basic service
sdg,Central and Southern Asia,rural,Sanitation,2021,73.70196,253802456.1,Basic service
sdg,Central and Southern Asia,secondary,Sanitation,2021,77.83076,202547548.5,Basic service
sdg,Central and Southern Asia,urban,Sanitation,2021,80.16544,162576528.5,Basic service
sdg,Central and Southern Asia,total,Sanitation,2021,0,0,Insufficient data
sdg,Central and Southern Asia,pre_primary,Sanitation,2021,100,102029271,Insufficient data
sdg,Central and Southern Asia,primary,Sanitation,2021,0,0,Insufficient data
sdg,Central and Southern Asia,rural,Sanitation,2021,0,0,Insufficient data
sdg,Central and Southern Asia,secondary,Sanitation,2021,0,0,Insufficient data
sdg,Central and Southern Asia,urban,Sanitation,2021,0,0,Insufficient data
sdg,Central and Southern Asia,total,Sanitation,2021,4.72456,25851135.08,Limited service
sdg,Central and Southern Asia,primary,Sanitation,2021,10.67329,19734305.53,Limited service
sdg,Central and Southern Asia,rural,Sanitation,2021,9.94633,34251495.53,Limited service
sdg,Central and Southern Asia,secondary,Sanitation,2021,9.16326,23846564.05,Limited service
sdg,Central and Southern Asia,urban,Sanitation,2021,7.51791,15246423.87,Limited service
sdg,Central and Southern Asia,total,Sanitation,2021,14.27414,78103034.78,No service
sdg,Central and Southern Asia,primary,Sanitation,2021,16.78482,31034158.68,No service
sdg,Central and Southern Asia,rural,Sanitation,2021,16.35171,56309290.77,No service
sdg,Central and Southern Asia,secondary,Sanitation,2021,13.00598,33846899.96,No service
sdg,Central and Southern Asia,urban,Sanitation,2021,12.31665,24978314.33,No service
sdg,Eastern and South-Eastern Asia,total,Hygiene,2000,100,497663007,Insufficient data
sdg,Eastern and South-Eastern Asia,pre_primary,Hygiene,2000,100,80822963,Insufficient data
sdg,Eastern and South-Eastern Asia,primary,Hygiene,2000,100,202705235,Insufficient data
sdg,Eastern and South-Eastern Asia,rural,Hygiene,2000,100,303879191,Insufficient data
sdg,Eastern and South-Eastern Asia,secondary,Hygiene,2000,100,214134822,Insufficient data
sdg,Eastern and South-Eastern Asia,urban,Hygiene,2000,100,193783809,Insufficient data
sdg,Eastern and South-Eastern Asia,total,Sanitation,2000,100,497663007,Insufficient data
sdg,Eastern and South-Eastern Asia,pre_primary,Sanitation,2000,100,80822963,Insufficient data
sdg,Eastern and South-Eastern Asia,primary,Sanitation,2000,100,202705235,Insufficient data
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2000,100,303879191,Insufficient data
sdg,Eastern and South-Eastern Asia,secondary,Sanitation,2000,100,214134822,Insufficient data
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2000,100,193783809,Insufficient data
sdg,Eastern and South-Eastern Asia,total,Hygiene,2001,100,495238621,Insufficient data
sdg,Eastern and South-Eastern Asia,pre_primary,Hygiene,2001,100,78854274,Insufficient data
sdg,Eastern and South-Eastern Asia,primary,Hygiene,2001,100,193326748,Insufficient data
sdg,Eastern and South-Eastern Asia,rural,Hygiene,2001,100,297333254,Insufficient data
sdg,Eastern and South-Eastern Asia,secondary,Hygiene,2001,100,223057617,Insufficient data
sdg,Eastern and South-Eastern Asia,urban,Hygiene,2001,100,197905373,Insufficient data
sdg,Eastern and South-Eastern Asia,total,Sanitation,2001,100,495238621,Insufficient data
sdg,Eastern and South-Eastern Asia,pre_primary,Sanitation,2001,100,78854274,Insufficient data
sdg,Eastern and South-Eastern Asia,primary,Sanitation,2001,100,193326748,Insufficient data
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2001,100,297333254,Insufficient data
sdg,Eastern and South-Eastern Asia,secondary,Sanitation,2001,100,223057617,Insufficient data
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2001,100,197905373,Insufficient data
sdg,Eastern and South-Eastern Asia,total,Hygiene,2002,100,493131773,Insufficient data
sdg,Eastern and South-Eastern Asia,pre_primary,Hygiene,2002,100,78891482,Insufficient data
sdg,Eastern and South-Eastern Asia,primary,Hygiene,2002,100,184656689,Insufficient data
sdg,Eastern and South-Eastern Asia,rural,Hygiene,2002,100,290635295,Insufficient data
sdg,Eastern and South-Eastern Asia,secondary,Hygiene,2002,100,229583578,Insufficient data
sdg,Eastern and South-Eastern Asia,urban,Hygiene,2002,100,202496490,Insufficient data
sdg,Eastern and South-Eastern Asia,total,Sanitation,2002,100,493131773,Insufficient data
sdg,Eastern and South-Eastern Asia,pre_primary,Sanitation,2002,100,78891482,Insufficient data
sdg,Eastern and South-Eastern Asia,primary,Sanitation,2002,100,184656689,Insufficient data
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2002,100,290635295,Insufficient data
sdg,Eastern and South-Eastern Asia,secondary,Sanitation,2002,100,229583578,Insufficient data
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2002,100,202496490,Insufficient data
sdg,Eastern and South-Eastern Asia,total,Hygiene,2003,100,490411372,Insufficient data
sdg,Eastern and South-Eastern Asia,pre_primary,Hygiene,2003,100,79995529,Insufficient data
sdg,Eastern and South-Eastern Asia,primary,Hygiene,2003,100,177427723,Insufficient data
sdg,Eastern and South-Eastern Asia,rural,Hygiene,2003,100,283503259,Insufficient data
sdg,Eastern and South-Eastern Asia,secondary,Hygiene,2003,100,232988109,Insufficient data
sdg,Eastern and South-Eastern Asia,urban,Hygiene,2003,100,206908115,Insufficient data
sdg,Eastern and South-Eastern Asia,total,Sanitation,2003,100,490411372,Insufficient data
sdg,Eastern and South-Eastern Asia,pre_primary,Sanitation,2003,100,79995529,Insufficient data
sdg,Eastern and South-Eastern Asia,primary,Sanitation,2003,100,177427723,Insufficient data
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2003,100,283503259,Insufficient data
sdg,Eastern and South-Eastern Asia,secondary,Sanitation,2003,100,232988109,Insufficient data
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2003,100,206908115,Insufficient data
sdg,Eastern and South-Eastern Asia,total,Hygiene,2004,100,503673728,Insufficient data
sdg,Eastern and South-Eastern Asia,pre_primary,Hygiene,2004,100,81280035,Insufficient data
sdg,Eastern and South-Eastern Asia,primary,Hygiene,2004,100,189302857,Insufficient data
sdg,Eastern and South-Eastern Asia,rural,Hygiene,2004,100,285788915,Insufficient data
sdg,Eastern and South-Eastern Asia,secondary,Hygiene,2004,100,233090828,Insufficient data
sdg,Eastern and South-Eastern Asia,urban,Hygiene,2004,100,217884808,Insufficient data
sdg,Eastern and South-Eastern Asia,total,Sanitation,2004,100,503673728,Insufficient data
sdg,Eastern and South-Eastern Asia,pre_primary,Sanitation,2004,100,81280035,Insufficient data
sdg,Eastern and South-Eastern Asia,primary,Sanitation,2004,100,189302857,Insufficient data
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2004,100,285788915,Insufficient data
sdg,Eastern and South-Eastern Asia,secondary,Sanitation,2004,100,233090828,Insufficient data
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2004,100,217884808,Insufficient data
sdg,Eastern and South-Eastern Asia,total,Hygiene,2005,100,495519172,Insufficient data
sdg,Eastern and South-Eastern Asia,pre_primary,Hygiene,2005,100,79642926,Insufficient data
sdg,Eastern and South-Eastern Asia,primary,Hygiene,2005,100,186393241,Insufficient data
sdg,Eastern and South-Eastern Asia,rural,Hygiene,2005,100,275397384,Insufficient data
sdg,Eastern and South-Eastern Asia,secondary,Hygiene,2005,100,229483024,Insufficient data
sdg,Eastern and South-Eastern Asia,urban,Hygiene,2005,100,220121783,Insufficient data
sdg,Eastern and South-Eastern Asia,total,Sanitation,2005,62.01543,307298347.5,Insufficient data
sdg,Eastern and South-Eastern Asia,pre_primary,Sanitation,2005,100,79642926,Insufficient data
sdg,Eastern and South-Eastern Asia,primary,Sanitation,2005,100,186393241,Insufficient data
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2005,100,275397384,Insufficient data
sdg,Eastern and South-Eastern Asia,secondary,Sanitation,2005,100,229483024,Insufficient data
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2005,100,220121783,Insufficient data
sdg,Eastern and South-Eastern Asia,total,Sanitation,2005,37.98457,188220824.5,No service
sdg,Eastern and South-Eastern Asia,total,Hygiene,2006,100,485909376,Insufficient data
sdg,Eastern and South-Eastern Asia,pre_primary,Hygiene,2006,100,78666489,Insufficient data
sdg,Eastern and South-Eastern Asia,primary,Hygiene,2006,100,185202739,Insufficient data
sdg,Eastern and South-Eastern Asia,rural,Hygiene,2006,100,264532944,Insufficient data
sdg,Eastern and South-Eastern Asia,secondary,Hygiene,2006,100,222040159,Insufficient data
sdg,Eastern and South-Eastern Asia,urban,Hygiene,2006,100,221376426,Insufficient data
sdg,Eastern and South-Eastern Asia,total,Sanitation,2006,62.11924,301843229,Insufficient data
sdg,Eastern and South-Eastern Asia,pre_primary,Sanitation,2006,100,78666489,Insufficient data
sdg,Eastern and South-Eastern Asia,primary,Sanitation,2006,100,185202739,Insufficient data
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2006,100,264532944,Insufficient data
sdg,Eastern and South-Eastern Asia,secondary,Sanitation,2006,100,222040159,Insufficient data
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2006,100,221376426,Insufficient data
sdg,Eastern and South-Eastern Asia,total,Sanitation,2006,37.88076,184066147,No service
sdg,Eastern and South-Eastern Asia,total,Hygiene,2007,100,473889891,Insufficient data
sdg,Eastern and South-Eastern Asia,pre_primary,Hygiene,2007,100,77984922,Insufficient data
sdg,Eastern and South-Eastern Asia,primary,Hygiene,2007,100,183390416,Insufficient data
sdg,Eastern and South-Eastern Asia,rural,Hygiene,2007,100,252727963,Insufficient data
sdg,Eastern and South-Eastern Asia,secondary,Hygiene,2007,100,212514544,Insufficient data
sdg,Eastern and South-Eastern Asia,urban,Hygiene,2007,100,221161938,Insufficient data
sdg,Eastern and South-Eastern Asia,total,Sanitation,2007,62.23242,294913156.2,Insufficient data
sdg,Eastern and South-Eastern Asia,pre_primary,Sanitation,2007,100,77984922,Insufficient data
sdg,Eastern and South-Eastern Asia,primary,Sanitation,2007,100,183390416,Insufficient data
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2007,100,252727963,Insufficient data
sdg,Eastern and South-Eastern Asia,secondary,Sanitation,2007,100,212514544,Insufficient data
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2007,100,221161938,Insufficient data
sdg,Eastern and South-Eastern Asia,total,Sanitation,2007,37.76758,178976734.8,No service
sdg,Eastern and South-Eastern Asia,total,Hygiene,2008,100,462573103,Insufficient data
sdg,Eastern and South-Eastern Asia,pre_primary,Hygiene,2008,100,77376106,Insufficient data
sdg,Eastern and South-Eastern Asia,primary,Hygiene,2008,100,181487298,Insufficient data
sdg,Eastern and South-Eastern Asia,rural,Hygiene,2008,100,241644893,Insufficient data
sdg,Eastern and South-Eastern Asia,secondary,Hygiene,2008,100,203709708,Insufficient data
sdg,Eastern and South-Eastern Asia,urban,Hygiene,2008,100,220928214,Insufficient data
sdg,Eastern and South-Eastern Asia,total,Sanitation,2008,62.33577,288348521.6,Insufficient data
sdg,Eastern and South-Eastern Asia,pre_primary,Sanitation,2008,100,77376106,Insufficient data
sdg,Eastern and South-Eastern Asia,primary,Sanitation,2008,100,181487298,Insufficient data
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2008,100,241644893,Insufficient data
sdg,Eastern and South-Eastern Asia,secondary,Sanitation,2008,100,203709708,Insufficient data
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2008,100,220928214,Insufficient data
sdg,Eastern and South-Eastern Asia,total,Sanitation,2008,37.66423,174224581.4,No service
sdg,Eastern and South-Eastern Asia,total,Hygiene,2009,100,453239638,Insufficient data
sdg,Eastern and South-Eastern Asia,pre_primary,Hygiene,2009,100,76953921,Insufficient data
sdg,Eastern and South-Eastern Asia,primary,Hygiene,2009,100,179661985,Insufficient data
sdg,Eastern and South-Eastern Asia,rural,Hygiene,2009,100,231922750,Insufficient data
sdg,Eastern and South-Eastern Asia,secondary,Hygiene,2009,100,196623753,Insufficient data
sdg,Eastern and South-Eastern Asia,urban,Hygiene,2009,100,221316898,Insufficient data
sdg,Eastern and South-Eastern Asia,total,Sanitation,2009,62.41039,282868638.2,Insufficient data
sdg,Eastern and South-Eastern Asia,pre_primary,Sanitation,2009,100,76953921,Insufficient data
sdg,Eastern and South-Eastern Asia,primary,Sanitation,2009,100,179661985,Insufficient data
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2009,100,231922750,Insufficient data
sdg,Eastern and South-Eastern Asia,secondary,Sanitation,2009,100,196623753,Insufficient data
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2009,100,221316898,Insufficient data
sdg,Eastern and South-Eastern Asia,total,Sanitation,2009,37.58961,170370999.8,No service
sdg,Eastern and South-Eastern Asia,primary,Hygiene,2010,55.12636,98132478.06,Basic service
sdg,Eastern and South-Eastern Asia,total,Hygiene,2010,100,447212455,Insufficient data
sdg,Eastern and South-Eastern Asia,pre_primary,Hygiene,2010,100,78023245,Insufficient data
sdg,Eastern and South-Eastern Asia,primary,Hygiene,2010,44.87364,79881224.94,Insufficient data
sdg,Eastern and South-Eastern Asia,rural,Hygiene,2010,100,223817889,Insufficient data
sdg,Eastern and South-Eastern Asia,secondary,Hygiene,2010,100,191175506,Insufficient data
sdg,Eastern and South-Eastern Asia,urban,Hygiene,2010,100,223394571,Insufficient data
sdg,Eastern and South-Eastern Asia,total,Sanitation,2010,62.55917,279772399,Insufficient data
sdg,Eastern and South-Eastern Asia,pre_primary,Sanitation,2010,100,78023245,Insufficient data
sdg,Eastern and South-Eastern Asia,primary,Sanitation,2010,98.35224,175080463.7,Insufficient data
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2010,100,223817889,Insufficient data
sdg,Eastern and South-Eastern Asia,secondary,Sanitation,2010,100,191175506,Insufficient data
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2010,100,223394571,Insufficient data
sdg,Eastern and South-Eastern Asia,total,Sanitation,2010,37.44083,167440056,No service
sdg,Eastern and South-Eastern Asia,primary,Sanitation,2010,1.64776,2933239.289,No service
sdg,Eastern and South-Eastern Asia,total,Hygiene,2011,56.12621,248370767.1,Basic service
sdg,Eastern and South-Eastern Asia,primary,Hygiene,2011,54.76426,96677383.3,Basic service
sdg,Eastern and South-Eastern Asia,secondary,Hygiene,2011,57.81705,108562732.3,Basic service
sdg,Eastern and South-Eastern Asia,total,Hygiene,2011,43.87379,194151101.9,Insufficient data
sdg,Eastern and South-Eastern Asia,pre_primary,Hygiene,2011,100,78218747,Insufficient data
sdg,Eastern and South-Eastern Asia,primary,Hygiene,2011,0,0,Insufficient data
sdg,Eastern and South-Eastern Asia,rural,Hygiene,2011,100,217222155,Insufficient data
sdg,Eastern and South-Eastern Asia,secondary,Hygiene,2011,42.18295,79206684.7,Insufficient data
sdg,Eastern and South-Eastern Asia,urban,Hygiene,2011,100,225299718,Insufficient data
sdg,Eastern and South-Eastern Asia,primary,Hygiene,2011,14.46208,25530449.16,Limited service
sdg,Eastern and South-Eastern Asia,primary,Hygiene,2011,30.77366,54325876.91,No service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2011,57.68142,255252912,Basic service
sdg,Eastern and South-Eastern Asia,primary,Sanitation,2011,51.38383,90709774.46,Basic service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2011,0,0,Insufficient data
sdg,Eastern and South-Eastern Asia,pre_primary,Sanitation,2011,100,78218747,Insufficient data
sdg,Eastern and South-Eastern Asia,primary,Sanitation,2011,0,0,Insufficient data
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2011,100,217222155,Insufficient data
sdg,Eastern and South-Eastern Asia,secondary,Sanitation,2011,97.39121,182870907.8,Insufficient data
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2011,100,225299718,Insufficient data
sdg,Eastern and South-Eastern Asia,total,Sanitation,2011,9.24162,40896202.49,Limited service
sdg,Eastern and South-Eastern Asia,primary,Sanitation,2011,44.70197,78914036.05,Limited service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2011,33.07695,146372737.7,No service
sdg,Eastern and South-Eastern Asia,primary,Sanitation,2011,3.91421,6909892.12,No service
sdg,Eastern and South-Eastern Asia,secondary,Sanitation,2011,2.60879,4898509.177,No service
sdg,Eastern and South-Eastern Asia,total,Hygiene,2012,55.91597,245892029.6,Basic service
sdg,Eastern and South-Eastern Asia,primary,Hygiene,2012,54.58305,95789762.31,Basic service
sdg,Eastern and South-Eastern Asia,secondary,Hygiene,2012,57.51788,106717063.3,Basic service
sdg,Eastern and South-Eastern Asia,total,Hygiene,2012,0,0,Insufficient data
sdg,Eastern and South-Eastern Asia,pre_primary,Hygiene,2012,100,78722025,Insufficient data
sdg,Eastern and South-Eastern Asia,primary,Hygiene,2012,0,0,Insufficient data
sdg,Eastern and South-Eastern Asia,rural,Hygiene,2012,100,211826049,Insufficient data
sdg,Eastern and South-Eastern Asia,secondary,Hygiene,2012,0,0,Insufficient data
sdg,Eastern and South-Eastern Asia,urban,Hygiene,2012,100,227926760,Insufficient data
sdg,Eastern and South-Eastern Asia,total,Hygiene,2012,33.479,147224825.6,Limited service
sdg,Eastern and South-Eastern Asia,primary,Hygiene,2012,33.29026,58422278.26,Limited service
sdg,Eastern and South-Eastern Asia,secondary,Hygiene,2012,32.5515,60395134.8,Limited service
sdg,Eastern and South-Eastern Asia,total,Hygiene,2012,10.60504,46635942.42,No service
sdg,Eastern and South-Eastern Asia,primary,Hygiene,2012,12.12669,21281568.76,No service
sdg,Eastern and South-Eastern Asia,secondary,Hygiene,2012,9.93061,18424982.84,No service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2012,57.45847,252675248.2,Basic service
sdg,Eastern and South-Eastern Asia,primary,Sanitation,2012,51.16195,89785949.48,Basic service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2012,0,0,Insufficient data
sdg,Eastern and South-Eastern Asia,pre_primary,Sanitation,2012,100,78722025,Insufficient data
sdg,Eastern and South-Eastern Asia,primary,Sanitation,2012,0,0,Insufficient data
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2012,100,211826049,Insufficient data
sdg,Eastern and South-Eastern Asia,secondary,Sanitation,2012,97.33327,180589418.9,Insufficient data
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2012,100,227926760,Insufficient data
sdg,Eastern and South-Eastern Asia,total,Sanitation,2012,9.50054,41778898.65,Limited service
sdg,Eastern and South-Eastern Asia,primary,Sanitation,2012,44.89774,78792655.22,Limited service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2012,33.04099,145298659.2,No service
sdg,Eastern and South-Eastern Asia,primary,Sanitation,2012,3.94032,6915003.824,No service
sdg,Eastern and South-Eastern Asia,secondary,Sanitation,2012,2.66673,4947769.083,No service
sdg,Eastern and South-Eastern Asia,total,Hygiene,2013,55.33067,242336647.2,Basic service
sdg,Eastern and South-Eastern Asia,primary,Hygiene,2013,54.1337,94674501.53,Basic service
sdg,Eastern and South-Eastern Asia,secondary,Hygiene,2013,57.2825,105266230.9,Basic service
sdg,Eastern and South-Eastern Asia,total,Hygiene,2013,0,0,Insufficient data
sdg,Eastern and South-Eastern Asia,pre_primary,Hygiene,2013,100,79321958,Insufficient data
sdg,Eastern and South-Eastern Asia,primary,Hygiene,2013,0,0,Insufficient data
sdg,Eastern and South-Eastern Asia,rural,Hygiene,2013,100,206960388,Insufficient data
sdg,Eastern and South-Eastern Asia,secondary,Hygiene,2013,0,0,Insufficient data
sdg,Eastern and South-Eastern Asia,urban,Hygiene,2013,100,231018528,Insufficient data
sdg,Eastern and South-Eastern Asia,total,Hygiene,2013,33.96518,148760323.4,Limited service
sdg,Eastern and South-Eastern Asia,primary,Hygiene,2013,33.66277,58872859.06,Limited service
sdg,Eastern and South-Eastern Asia,secondary,Hygiene,2013,32.61627,59937885.8,Limited service
sdg,Eastern and South-Eastern Asia,total,Hygiene,2013,10.70415,46881937.27,No service
sdg,Eastern and South-Eastern Asia,primary,Hygiene,2013,12.20354,21342780.07,No service
sdg,Eastern and South-Eastern Asia,secondary,Hygiene,2013,10.10123,18562705.04,No service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2013,58.26743,255199053.1,Basic service
sdg,Eastern and South-Eastern Asia,primary,Sanitation,2013,52.29175,91453113.46,Basic service
sdg,Eastern and South-Eastern Asia,secondary,Sanitation,2013,68.84399,126512404.8,Basic service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2013,0,0,Insufficient data
sdg,Eastern and South-Eastern Asia,pre_primary,Sanitation,2013,100,79321958,Insufficient data
sdg,Eastern and South-Eastern Asia,primary,Sanitation,2013,0,0,Insufficient data
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2013,100,206960388,Insufficient data
sdg,Eastern and South-Eastern Asia,secondary,Sanitation,2013,0,0,Insufficient data
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2013,100,231018528,Insufficient data
sdg,Eastern and South-Eastern Asia,total,Sanitation,2013,10.26392,44953787.71,Limited service
sdg,Eastern and South-Eastern Asia,primary,Sanitation,2013,43.24488,75631027.41,Limited service
sdg,Eastern and South-Eastern Asia,secondary,Sanitation,2013,28.18532,51795262.58,Limited service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2013,31.46865,137826054.5,No service
sdg,Eastern and South-Eastern Asia,primary,Sanitation,2013,4.46337,7806002.291,No service
sdg,Eastern and South-Eastern Asia,secondary,Sanitation,2013,2.9707,5459154.396,No service
sdg,Eastern and South-Eastern Asia,total,Hygiene,2014,55.18005,241097861.6,Basic service
sdg,Eastern and South-Eastern Asia,primary,Hygiene,2014,54.02266,94610278.89,Basic service
sdg,Eastern and South-Eastern Asia,secondary,Hygiene,2014,57.1709,103986729.3,Basic service
sdg,Eastern and South-Eastern Asia,total,Hygiene,2014,0,0,Insufficient data
sdg,Eastern and South-Eastern Asia,pre_primary,Hygiene,2014,100,79911132,Insufficient data
sdg,Eastern and South-Eastern Asia,primary,Hygiene,2014,0,0,Insufficient data
sdg,Eastern and South-Eastern Asia,rural,Hygiene,2014,100,202468597,Insufficient data
