Type,Region,Residence _School Type,Service_Type,Year,Coverage,School_age _population,Service_level
sdg,Europe and Northern America,rural,Hygiene,2020,100,41334922,Insufficient data
sdg,Europe and Northern America,secondary,Hygiene,2020,0,0,Insufficient data
sdg,Europe and Northern America,urban,Hygiene,2020,100,145725147,Insufficient data
sdg,Europe and Northern America,total,Hygiene,2020,1.41135,2640079.789,Limited service
sdg,Europe and Northern America,primary,Hygiene,2020,1.56144,1041091.779,Limited service
sdg,Europe and Northern America,secondary,Hygiene,2020,0.65961,542396.0157,Limited service
sdg,Europe and Northern America,total,Hygiene,2020,0.02031,37988.66432,No service
sdg,Europe and Northern America,primary,Hygiene,2020,0,0,No service
sdg,Europe and Northern America,secondary,Hygiene,2020,0,0,No service
sdg,Europe and Northern America,total,Sanitation,2020,99.13557,185443052.6,Basic service
sdg,Europe and Northern America,primary,Sanitation,2020,98.92334,65957262.47,Basic service
sdg,Europe and Northern America,secondary,Sanitation,2020,99.51172,81827726.06,Basic service
sdg,Europe and Northern America,total,Sanitation,2020,0,0,Insufficient data
sdg,Europe and Northern America,pre_primary,Sanitation,2020,100,38155698,Insufficient data
sdg,Europe and Northern America,primary,Sanitation,2020,0,0,Insufficient data
sdg,Europe and Northern America,rural,Sanitation,2020,100,41334922,Insufficient data
sdg,Europe and Northern America,secondary,Sanitation,2020,0,0,Insufficient data
sdg,Europe and Northern America,urban,Sanitation,2020,100,145725147,Insufficient data
sdg,Europe and Northern America,total,Sanitation,2020,0.51818,969309.4137,Limited service
sdg,Europe and Northern America,primary,Sanitation,2020,0.98573,657238.751,Limited service
sdg,Europe and Northern America,secondary,Sanitation,2020,0.37788,310724.7797,Limited service
sdg,Europe and Northern America,total,Sanitation,2020,0.34625,647701.4244,No service
sdg,Europe and Northern America,primary,Sanitation,2020,0.09093,60625.17466,No service
sdg,Europe and Northern America,secondary,Sanitation,2020,0.11041,90785.27188,No service
sdg,Europe and Northern America,total,Hygiene,2021,98.58784,184990035.4,Basic service
sdg,Europe and Northern America,primary,Hygiene,2021,98.75063,65934082.52,Basic service
sdg,Europe and Northern America,secondary,Hygiene,2021,99.44849,82173978.29,Basic service
sdg,Europe and Northern America,total,Hygiene,2021,0,0,Insufficient data
sdg,Europe and Northern America,pre_primary,Hygiene,2021,100,38241871,Insufficient data
sdg,Europe and Northern America,primary,Hygiene,2021,0,0,Insufficient data
sdg,Europe and Northern America,rural,Hygiene,2021,100,41026528,Insufficient data
sdg,Europe and Northern America,secondary,Hygiene,2021,0,0,Insufficient data
sdg,Europe and Northern America,urban,Hygiene,2021,100,146613288,Insufficient data
sdg,Europe and Northern America,total,Hygiene,2021,1.39271,2613274.386,Limited service
sdg,Europe and Northern America,primary,Hygiene,2021,1.24937,834180.4842,Limited service
sdg,Europe and Northern America,secondary,Hygiene,2021,0.55151,455707.7108,Limited service
sdg,Europe and Northern America,total,Hygiene,2021,0.01945,36501.59385,No service
sdg,Europe and Northern America,primary,Hygiene,2021,0,0,No service
sdg,Europe and Northern America,secondary,Hygiene,2021,0,0,No service
sdg,Europe and Northern America,total,Sanitation,2021,99.22282,186181509.3,Basic service
sdg,Europe and Northern America,primary,Sanitation,2021,99.14405,66196760.45,Basic service
sdg,Europe and Northern America,secondary,Sanitation,2021,99.58353,82285555.35,Basic service
sdg,Europe and Northern America,total,Sanitation,2021,0,0,Insufficient data
sdg,Europe and Northern America,pre_primary,Sanitation,2021,100,38241871,Insufficient data
sdg,Europe and Northern America,primary,Sanitation,2021,0,0,Insufficient data
sdg,Europe and Northern America,rural,Sanitation,2021,100,41026528,Insufficient data
sdg,Europe and Northern America,secondary,Sanitation,2021,0,0,Insufficient data
sdg,Europe and Northern America,urban,Sanitation,2021,100,146613288,Insufficient data
sdg,Europe and Northern America,total,Sanitation,2021,0.42719,801569.2544,Limited service
sdg,Europe and Northern America,primary,Sanitation,2021,0.76501,510781.8984,Limited service
sdg,Europe and Northern America,secondary,Sanitation,2021,0.30605,252890.7668,Limited service
sdg,Europe and Northern America,total,Sanitation,2021,0.35,656738.6695,No service
sdg,Europe and Northern America,primary,Sanitation,2021,0.09094,60720.07258,No service
sdg,Europe and Northern America,secondary,Sanitation,2021,0.11042,91241.13704,No service
sdg,Latin America and the Caribbean,total,Hygiene,2000,100,156326114,Insufficient data
sdg,Latin America and the Caribbean,pre_primary,Hygiene,2000,100,30584091,Insufficient data
sdg,Latin America and the Caribbean,primary,Hygiene,2000,100,58920129,Insufficient data
sdg,Latin America and the Caribbean,rural,Hygiene,2000,100,39656725,Insufficient data
sdg,Latin America and the Caribbean,secondary,Hygiene,2000,100,66821896,Insufficient data
sdg,Latin America and the Caribbean,urban,Hygiene,2000,100,116658565,Insufficient data
sdg,Latin America and the Caribbean,total,Sanitation,2000,88.18772,137860430.2,Insufficient data
sdg,Latin America and the Caribbean,pre_primary,Sanitation,2000,90.77678,27763252.46,Insufficient data
sdg,Latin America and the Caribbean,primary,Sanitation,2000,91.75104,54059831.4,Insufficient data
sdg,Latin America and the Caribbean,rural,Sanitation,2000,100,39656725,Insufficient data
sdg,Latin America and the Caribbean,secondary,Sanitation,2000,99.52584,66505051.1,Insufficient data
sdg,Latin America and the Caribbean,urban,Sanitation,2000,97.67107,113941674.4,Insufficient data
sdg,Latin America and the Caribbean,total,Sanitation,2000,11.81228,18465683.8,No service
sdg,Latin America and the Caribbean,pre_primary,Sanitation,2000,9.22322,2820838.542,No service
sdg,Latin America and the Caribbean,primary,Sanitation,2000,8.24896,4860297.603,No service
sdg,Latin America and the Caribbean,secondary,Sanitation,2000,0.47416,316844.9032,No service
sdg,Latin America and the Caribbean,urban,Sanitation,2000,2.32893,2716890.64,No service
sdg,Latin America and the Caribbean,total,Hygiene,2001,100,154626500,Insufficient data
sdg,Latin America and the Caribbean,pre_primary,Hygiene,2001,100,29556709,Insufficient data
sdg,Latin America and the Caribbean,primary,Hygiene,2001,100,58652168,Insufficient data
sdg,Latin America and the Caribbean,rural,Hygiene,2001,100,38829051,Insufficient data
sdg,Latin America and the Caribbean,secondary,Hygiene,2001,100,66417623,Insufficient data
sdg,Latin America and the Caribbean,urban,Hygiene,2001,100,115786355,Insufficient data
sdg,Latin America and the Caribbean,total,Sanitation,2001,88.33545,136590022.2,Insufficient data
sdg,Latin America and the Caribbean,pre_primary,Sanitation,2001,90.56094,26766832.03,Insufficient data
sdg,Latin America and the Caribbean,primary,Sanitation,2001,91.87078,53884204.22,Insufficient data
sdg,Latin America and the Caribbean,rural,Sanitation,2001,78.22133,30372598.89,Insufficient data
sdg,Latin America and the Caribbean,secondary,Sanitation,2001,99.17853,65872020.08,Insufficient data
sdg,Latin America and the Caribbean,urban,Sanitation,2001,97.59991,113007378.6,Insufficient data
sdg,Latin America and the Caribbean,total,Sanitation,2001,11.66455,18036477.77,No service
sdg,Latin America and the Caribbean,pre_primary,Sanitation,2001,9.43906,2789876.968,No service
sdg,Latin America and the Caribbean,primary,Sanitation,2001,8.12922,4767963.777,No service
sdg,Latin America and the Caribbean,rural,Sanitation,2001,21.77867,8456452.112,No service
sdg,Latin America and the Caribbean,secondary,Sanitation,2001,0.82147,545602.9212,No service
sdg,Latin America and the Caribbean,urban,Sanitation,2001,2.40009,2778976.428,No service
sdg,Latin America and the Caribbean,total,Hygiene,2002,100,155152580,Insufficient data
sdg,Latin America and the Caribbean,pre_primary,Hygiene,2002,100,29489999,Insufficient data
sdg,Latin America and the Caribbean,primary,Hygiene,2002,100,58873567,Insufficient data
sdg,Latin America and the Caribbean,rural,Hygiene,2002,100,38446204,Insufficient data
sdg,Latin America and the Caribbean,secondary,Hygiene,2002,100,66789020,Insufficient data
sdg,Latin America and the Caribbean,urban,Hygiene,2002,100,116694994,Insufficient data
sdg,Latin America and the Caribbean,total,Sanitation,2002,88.76194,137716432.6,Insufficient data
sdg,Latin America and the Caribbean,pre_primary,Sanitation,2002,90.69396,26745647.67,Insufficient data
sdg,Latin America and the Caribbean,primary,Sanitation,2002,92.18102,54270255.01,Insufficient data
sdg,Latin America and the Caribbean,rural,Sanitation,2002,78.84603,30313306.73,Insufficient data
sdg,Latin America and the Caribbean,secondary,Sanitation,2002,99.0491,66153922.32,Insufficient data
sdg,Latin America and the Caribbean,urban,Sanitation,2002,97.51343,113793288.4,Insufficient data
sdg,Latin America and the Caribbean,total,Sanitation,2002,11.23806,17436147.43,No service
sdg,Latin America and the Caribbean,pre_primary,Sanitation,2002,9.30604,2744351.328,No service
sdg,Latin America and the Caribbean,primary,Sanitation,2002,7.81898,4603311.995,No service
sdg,Latin America and the Caribbean,rural,Sanitation,2002,21.15397,8132897.268,No service
sdg,Latin America and the Caribbean,secondary,Sanitation,2002,0.9509,635097.6795,No service
sdg,Latin America and the Caribbean,urban,Sanitation,2002,2.48657,2901705.634,No service
sdg,Latin America and the Caribbean,total,Hygiene,2003,100,155415237,Insufficient data
sdg,Latin America and the Caribbean,pre_primary,Hygiene,2003,100,29302613,Insufficient data
sdg,Latin America and the Caribbean,primary,Hygiene,2003,100,59210797,Insufficient data
sdg,Latin America and the Caribbean,rural,Hygiene,2003,100,38039633,Insufficient data
sdg,Latin America and the Caribbean,secondary,Hygiene,2003,100,66901828,Insufficient data
sdg,Latin America and the Caribbean,urban,Hygiene,2003,100,117363920,Insufficient data
sdg,Latin America and the Caribbean,total,Sanitation,2003,88.9658,138266410.8,Insufficient data
sdg,Latin America and the Caribbean,pre_primary,Sanitation,2003,90.82463,26613988.66,Insufficient data
sdg,Latin America and the Caribbean,primary,Sanitation,2003,92.20325,54594281.12,Insufficient data
sdg,Latin America and the Caribbean,rural,Sanitation,2003,79.36123,30188722.41,Insufficient data
sdg,Latin America and the Caribbean,secondary,Sanitation,2003,98.816,66109710.03,Insufficient data
sdg,Latin America and the Caribbean,urban,Sanitation,2003,97.43545,114354064.8,Insufficient data
sdg,Latin America and the Caribbean,total,Sanitation,2003,11.0342,17148826.15,No service
sdg,Latin America and the Caribbean,pre_primary,Sanitation,2003,9.17537,2688624.344,No service
sdg,Latin America and the Caribbean,primary,Sanitation,2003,7.79675,4616515.88,No service
sdg,Latin America and the Caribbean,rural,Sanitation,2003,20.63877,7850910.591,No service
sdg,Latin America and the Caribbean,secondary,Sanitation,2003,1.184,792117.9727,No service
sdg,Latin America and the Caribbean,urban,Sanitation,2003,2.56455,3009855.2,No service
sdg,Latin America and the Caribbean,total,Hygiene,2004,100,157260662,Insufficient data
sdg,Latin America and the Caribbean,pre_primary,Hygiene,2004,100,29676488,Insufficient data
sdg,Latin America and the Caribbean,primary,Hygiene,2004,100,59926112,Insufficient data
sdg,Latin America and the Caribbean,rural,Hygiene,2004,100,37912746,Insufficient data
sdg,Latin America and the Caribbean,secondary,Hygiene,2004,100,67658061,Insufficient data
sdg,Latin America and the Caribbean,urban,Hygiene,2004,100,119335937,Insufficient data
sdg,Latin America and the Caribbean,total,Sanitation,2004,75.36935,118526345.4,Basic service
sdg,Latin America and the Caribbean,primary,Sanitation,2004,77.06062,46179430.78,Basic service
sdg,Latin America and the Caribbean,total,Sanitation,2004,0,0,Insufficient data
sdg,Latin America and the Caribbean,pre_primary,Sanitation,2004,90.95466,26992147.75,Insufficient data
sdg,Latin America and the Caribbean,primary,Sanitation,2004,0,0,Insufficient data
sdg,Latin America and the Caribbean,rural,Sanitation,2004,79.81565,30260303.56,Insufficient data
sdg,Latin America and the Caribbean,secondary,Sanitation,2004,98.5808,66697855.34,Insufficient data
sdg,Latin America and the Caribbean,urban,Sanitation,2004,97.19468,115988181.8,Insufficient data
sdg,Latin America and the Caribbean,total,Sanitation,2004,13.65104,21467714.49,Limited service
sdg,Latin America and the Caribbean,primary,Sanitation,2004,14.73736,8831525.715,Limited service
sdg,Latin America and the Caribbean,total,Sanitation,2004,10.97961,17266606.57,No service
sdg,Latin America and the Caribbean,pre_primary,Sanitation,2004,9.04534,2684340.248,No service
sdg,Latin America and the Caribbean,primary,Sanitation,2004,8.20203,4915154.936,No service
sdg,Latin America and the Caribbean,rural,Sanitation,2004,20.18435,7652442.435,No service
sdg,Latin America and the Caribbean,secondary,Sanitation,2004,1.4192,960205.6638,No service
sdg,Latin America and the Caribbean,urban,Sanitation,2004,2.80532,3347755.222,No service
sdg,Latin America and the Caribbean,total,Hygiene,2005,100,156993879,Insufficient data
sdg,Latin America and the Caribbean,pre_primary,Hygiene,2005,100,29355852,Insufficient data
sdg,Latin America and the Caribbean,primary,Hygiene,2005,100,59653697,Insufficient data
sdg,Latin America and the Caribbean,rural,Hygiene,2005,100,37419251,Insufficient data
sdg,Latin America and the Caribbean,secondary,Hygiene,2005,100,67984329,Insufficient data
sdg,Latin America and the Caribbean,urban,Hygiene,2005,100,119562411,Insufficient data
sdg,Latin America and the Caribbean,total,Sanitation,2005,75.01032,117761615.1,Basic service
sdg,Latin America and the Caribbean,primary,Sanitation,2005,76.5575,45669376.17,Basic service
sdg,Latin America and the Caribbean,total,Sanitation,2005,0,0,Insufficient data
sdg,Latin America and the Caribbean,pre_primary,Sanitation,2005,91.0727,26735166.33,Insufficient data
sdg,Latin America and the Caribbean,primary,Sanitation,2005,0,0,Insufficient data
sdg,Latin America and the Caribbean,rural,Sanitation,2005,80.2679,30035645.72,Insufficient data
sdg,Latin America and the Caribbean,secondary,Sanitation,2005,98.34576,66859707.22,Insufficient data
sdg,Latin America and the Caribbean,urban,Sanitation,2005,97.13823,116140809.9,Insufficient data
sdg,Latin America and the Caribbean,total,Sanitation,2005,14.20747,22304852.19,Limited service
sdg,Latin America and the Caribbean,primary,Sanitation,2005,15.37666,9172748.08,Limited service
sdg,Latin America and the Caribbean,total,Sanitation,2005,10.78221,16927416.25,No service
sdg,Latin America and the Caribbean,pre_primary,Sanitation,2005,8.9273,2620685.669,No service
sdg,Latin America and the Caribbean,primary,Sanitation,2005,8.06584,4811573.891,No service
sdg,Latin America and the Caribbean,rural,Sanitation,2005,19.7321,7383605.28,No service
sdg,Latin America and the Caribbean,secondary,Sanitation,2005,1.65424,1124621.784,No service
sdg,Latin America and the Caribbean,urban,Sanitation,2005,2.86177,3421601.108,No service
sdg,Latin America and the Caribbean,total,Hygiene,2006,100,155515342,Insufficient data
sdg,Latin America and the Caribbean,pre_primary,Hygiene,2006,100,28017398,Insufficient data
sdg,Latin America and the Caribbean,primary,Hygiene,2006,100,59364044,Insufficient data
sdg,Latin America and the Caribbean,rural,Hygiene,2006,100,36684122,Insufficient data
sdg,Latin America and the Caribbean,secondary,Hygiene,2006,100,68133900,Insufficient data
sdg,Latin America and the Caribbean,urban,Hygiene,2006,100,118818801,Insufficient data
sdg,Latin America and the Caribbean,total,Sanitation,2006,74.46482,115804220.8,Basic service
sdg,Latin America and the Caribbean,primary,Sanitation,2006,75.79914,44997435.37,Basic service
sdg,Latin America and the Caribbean,total,Sanitation,2006,0,0,Insufficient data
sdg,Latin America and the Caribbean,pre_primary,Sanitation,2006,91.17605,25545155.79,Insufficient data
sdg,Latin America and the Caribbean,primary,Sanitation,2006,0,0,Insufficient data
sdg,Latin America and the Caribbean,rural,Sanitation,2006,81.99633,30079632.43,Insufficient data
sdg,Latin America and the Caribbean,secondary,Sanitation,2006,98.12236,66854593.88,Insufficient data
sdg,Latin America and the Caribbean,urban,Sanitation,2006,97.07191,115339678.9,Insufficient data
sdg,Latin America and the Caribbean,total,Sanitation,2006,14.98545,23304674.97,Limited service
sdg,Latin America and the Caribbean,primary,Sanitation,2006,16.30262,9677894.468,Limited service
sdg,Latin America and the Caribbean,total,Sanitation,2006,10.54973,16406450.63,No service
sdg,Latin America and the Caribbean,pre_primary,Sanitation,2006,8.82395,2472242.208,No service
sdg,Latin America and the Caribbean,primary,Sanitation,2006,7.89824,4688713.306,No service
sdg,Latin America and the Caribbean,rural,Sanitation,2006,18.00367,6604489.57,No service
sdg,Latin America and the Caribbean,secondary,Sanitation,2006,1.87764,1279306.117,No service
sdg,Latin America and the Caribbean,urban,Sanitation,2006,2.92809,3479122.11,No service
sdg,Latin America and the Caribbean,total,Hygiene,2007,100,156523622,Insufficient data
sdg,Latin America and the Caribbean,pre_primary,Hygiene,2007,100,28395432,Insufficient data
sdg,Latin America and the Caribbean,primary,Hygiene,2007,100,59482744,Insufficient data
sdg,Latin America and the Caribbean,rural,Hygiene,2007,100,36400276,Insufficient data
sdg,Latin America and the Caribbean,secondary,Hygiene,2007,100,68645445,Insufficient data
sdg,Latin America and the Caribbean,urban,Hygiene,2007,100,120110793,Insufficient data
sdg,Latin America and the Caribbean,total,Sanitation,2007,74.40771,116465638.4,Basic service
sdg,Latin America and the Caribbean,primary,Sanitation,2007,75.46299,44887457.04,Basic service
sdg,Latin America and the Caribbean,total,Sanitation,2007,0,0,Insufficient data
sdg,Latin America and the Caribbean,pre_primary,Sanitation,2007,91.33367,25934589.52,Insufficient data
sdg,Latin America and the Caribbean,primary,Sanitation,2007,0,0,Insufficient data
sdg,Latin America and the Caribbean,rural,Sanitation,2007,77.68383,28277127.24,Insufficient data
sdg,Latin America and the Caribbean,secondary,Sanitation,2007,95.60324,65627272.81,Insufficient data
sdg,Latin America and the Caribbean,urban,Sanitation,2007,96.53174,115945041.2,Insufficient data
sdg,Latin America and the Caribbean,total,Sanitation,2007,15.25282,23874270.83,Limited service
sdg,Latin America and the Caribbean,primary,Sanitation,2007,15.07579,8967493.816,Limited service
sdg,Latin America and the Caribbean,total,Sanitation,2007,10.33947,16183714.29,No service
sdg,Latin America and the Caribbean,pre_primary,Sanitation,2007,8.66633,2460842.48,No service
sdg,Latin America and the Caribbean,primary,Sanitation,2007,9.46122,5627793.713,No service
sdg,Latin America and the Caribbean,rural,Sanitation,2007,22.31617,8123148.765,No service
sdg,Latin America and the Caribbean,secondary,Sanitation,2007,4.39676,3018172.186,No service
sdg,Latin America and the Caribbean,urban,Sanitation,2007,3.46826,4165751.786,No service
sdg,Latin America and the Caribbean,total,Hygiene,2008,73.05476,114004533.3,Insufficient data
sdg,Latin America and the Caribbean,pre_primary,Hygiene,2008,100,28472155,Insufficient data
sdg,Latin America and the Caribbean,primary,Hygiene,2008,100,58868699,Insufficient data
sdg,Latin America and the Caribbean,rural,Hygiene,2008,100,36007486,Insufficient data
sdg,Latin America and the Caribbean,secondary,Hygiene,2008,100,68712675,Insufficient data
sdg,Latin America and the Caribbean,urban,Hygiene,2008,100,120033392,Insufficient data
sdg,Latin America and the Caribbean,total,Hygiene,2008,26.94524,42048994.7,No service
sdg,Latin America and the Caribbean,total,Sanitation,2008,71.82451,112084679.7,Basic service
sdg,Latin America and the Caribbean,primary,Sanitation,2008,75.07233,44194102.01,Basic service
sdg,Latin America and the Caribbean,total,Sanitation,2008,0,0,Insufficient data
sdg,Latin America and the Caribbean,pre_primary,Sanitation,2008,92.22882,26259532.27,Insufficient data
sdg,Latin America and the Caribbean,primary,Sanitation,2008,0,0,Insufficient data
sdg,Latin America and the Caribbean,rural,Sanitation,2008,78.37295,28220129.54,Insufficient data
sdg,Latin America and the Caribbean,secondary,Sanitation,2008,95.39802,65550531.29,Insufficient data
sdg,Latin America and the Caribbean,urban,Sanitation,2008,96.46521,115790466.5,Insufficient data
sdg,Latin America and the Caribbean,total,Sanitation,2008,16.65984,25998273.45,Limited service
sdg,Latin America and the Caribbean,primary,Sanitation,2008,15.69567,9239837.364,Limited service
sdg,Latin America and the Caribbean,total,Sanitation,2008,11.51565,17970570.34,No service
sdg,Latin America and the Caribbean,pre_primary,Sanitation,2008,7.77118,2212622.73,No service
sdg,Latin America and the Caribbean,primary,Sanitation,2008,9.232,5434757.937,No service
sdg,Latin America and the Caribbean,rural,Sanitation,2008,21.62705,7787356.457,No service
sdg,Latin America and the Caribbean,secondary,Sanitation,2008,4.60198,3162143.705,No service
sdg,Latin America and the Caribbean,urban,Sanitation,2008,3.53479,4242925.522,No service
sdg,Latin America and the Caribbean,total,Hygiene,2009,73.16346,114115456.8,Insufficient data
sdg,Latin America and the Caribbean,pre_primary,Hygiene,2009,100,28397131,Insufficient data
sdg,Latin America and the Caribbean,primary,Hygiene,2009,100,58678726,Insufficient data
sdg,Latin America and the Caribbean,rural,Hygiene,2009,100,35579608,Insufficient data
sdg,Latin America and the Caribbean,secondary,Hygiene,2009,100,68897430,Insufficient data
sdg,Latin America and the Caribbean,urban,Hygiene,2009,100,120381007,Insufficient data
sdg,Latin America and the Caribbean,total,Hygiene,2009,26.83654,41857831.19,No service
sdg,Latin America and the Caribbean,total,Sanitation,2009,77.85046,121425916.3,Basic service
sdg,Latin America and the Caribbean,primary,Sanitation,2009,79.09521,46412064.4,Basic service
sdg,Latin America and the Caribbean,rural,Sanitation,2009,63.00859,22418209.58,Basic service
sdg,Latin America and the Caribbean,urban,Sanitation,2009,86.36795,103970608.5,Basic service
sdg,Latin America and the Caribbean,total,Sanitation,2009,0,0,Insufficient data
sdg,Latin America and the Caribbean,pre_primary,Sanitation,2009,92.34685,26223856.76,Insufficient data
sdg,Latin America and the Caribbean,primary,Sanitation,2009,0,0,Insufficient data
sdg,Latin America and the Caribbean,rural,Sanitation,2009,0,0,Insufficient data
sdg,Latin America and the Caribbean,secondary,Sanitation,2009,95.2758,65642574.81,Insufficient data
sdg,Latin America and the Caribbean,urban,Sanitation,2009,0,0,Insufficient data
sdg,Latin America and the Caribbean,total,Sanitation,2009,11.09225,17300954.28,Limited service
sdg,Latin America and the Caribbean,primary,Sanitation,2009,12.0792,7087921.105,Limited service
sdg,Latin America and the Caribbean,rural,Sanitation,2009,15.83965,5635686.453,Limited service
sdg,Latin America and the Caribbean,urban,Sanitation,2009,10.03938,12085501.09,Limited service
sdg,Latin America and the Caribbean,total,Sanitation,2009,11.05729,17246414.44,No service
sdg,Latin America and the Caribbean,pre_primary,Sanitation,2009,7.65315,2173274.242,No service
sdg,Latin America and the Caribbean,primary,Sanitation,2009,8.82558,5178739.935,No service
sdg,Latin America and the Caribbean,rural,Sanitation,2009,21.15175,7525711.294,No service
sdg,Latin America and the Caribbean,secondary,Sanitation,2009,4.7242,3254855.187,No service
sdg,Latin America and the Caribbean,urban,Sanitation,2009,3.59267,4324895.151,No service
sdg,Latin America and the Caribbean,total,Hygiene,2010,73.45085,113719212.1,Insufficient data
sdg,Latin America and the Caribbean,pre_primary,Hygiene,2010,100,27128740,Insufficient data
sdg,Latin America and the Caribbean,primary,Hygiene,2010,70.13602,41612385.75,Insufficient data
sdg,Latin America and the Caribbean,rural,Hygiene,2010,100,34924443,Insufficient data
sdg,Latin America and the Caribbean,secondary,Hygiene,2010,100,68363828,Insufficient data
sdg,Latin America and the Caribbean,urban,Hygiene,2010,100,119886475,Insufficient data
sdg,Latin America and the Caribbean,total,Hygiene,2010,26.54915,41104328.95,No service
sdg,Latin America and the Caribbean,primary,Hygiene,2010,29.86398,17718587.25,No service
sdg,Latin America and the Caribbean,total,Sanitation,2010,78.01529,120786033.4,Basic service
sdg,Latin America and the Caribbean,primary,Sanitation,2010,79.28864,47042718.77,Basic service
sdg,Latin America and the Caribbean,rural,Sanitation,2010,63.28271,22101134.34,Basic service
sdg,Latin America and the Caribbean,urban,Sanitation,2010,86.46661,103661766.2,Basic service
sdg,Latin America and the Caribbean,total,Sanitation,2010,0,0,Insufficient data
sdg,Latin America and the Caribbean,pre_primary,Sanitation,2010,92.4857,25090205.51,Insufficient data
sdg,Latin America and the Caribbean,primary,Sanitation,2010,0,0,Insufficient data
sdg,Latin America and the Caribbean,rural,Sanitation,2010,0,0,Insufficient data
sdg,Latin America and the Caribbean,secondary,Sanitation,2010,95.03523,64969724.22,Insufficient data
sdg,Latin America and the Caribbean,urban,Sanitation,2010,0,0,Insufficient data
sdg,Latin America and the Caribbean,total,Sanitation,2010,10.64436,16479980.33,Limited service
sdg,Latin America and the Caribbean,primary,Sanitation,2010,12.0094,7125293.521,Limited service
sdg,Latin America and the Caribbean,rural,Sanitation,2010,20.23434,7066732.104,Limited service
sdg,Latin America and the Caribbean,urban,Sanitation,2010,9.87542,11839292.47,Limited service
sdg,Latin America and the Caribbean,total,Sanitation,2010,11.34035,17557525.77,No service
sdg,Latin America and the Caribbean,pre_primary,Sanitation,2010,7.5143,2038534.486,No service
sdg,Latin America and the Caribbean,primary,Sanitation,2010,8.70196,5162958.438,No service
sdg,Latin America and the Caribbean,rural,Sanitation,2010,16.48295,5756577.22,No service
sdg,Latin America and the Caribbean,secondary,Sanitation,2010,4.96477,3394103.781,No service
sdg,Latin America and the Caribbean,urban,Sanitation,2010,3.65798,4385418.092,No service
sdg,Latin America and the Caribbean,total,Hygiene,2011,61.01452,94581177.68,Basic service
sdg,Latin America and the Caribbean,pre_primary,Hygiene,2011,60.01199,15198232,Basic service
sdg,Latin America and the Caribbean,primary,Hygiene,2011,60.76065,36864788.23,Basic service
sdg,Latin America and the Caribbean,rural,Hygiene,2011,55.59863,19180986.03,Basic service
sdg,Latin America and the Caribbean,secondary,Hygiene,2011,64.18808,44300520.17,Basic service
sdg,Latin America and the Caribbean,urban,Hygiene,2011,61.12389,73655931.27,Basic service
sdg,Latin America and the Caribbean,total,Hygiene,2011,0,0,Insufficient data
sdg,Latin America and the Caribbean,pre_primary,Hygiene,2011,0,0,Insufficient data
sdg,Latin America and the Caribbean,primary,Hygiene,2011,0,0,Insufficient data
sdg,Latin America and the Caribbean,rural,Hygiene,2011,0,0,Insufficient data
sdg,Latin America and the Caribbean,secondary,Hygiene,2011,0,0,Insufficient data
sdg,Latin America and the Caribbean,urban,Hygiene,2011,0,0,Insufficient data
sdg,Latin America and the Caribbean,total,Hygiene,2011,21.79455,33784645.58,Limited service
sdg,Latin America and the Caribbean,pre_primary,Hygiene,2011,22.78323,5769926.26,Limited service
sdg,Latin America and the Caribbean,primary,Hygiene,2011,21.1981,12861344.28,Limited service
sdg,Latin America and the Caribbean,rural,Hygiene,2011,9.63469,3323874.074,Limited service
sdg,Latin America and the Caribbean,secondary,Hygiene,2011,23.68602,16347318.77,Limited service
sdg,Latin America and the Caribbean,urban,Hygiene,2011,30.16459,36349143.2,Limited service
sdg,Latin America and the Caribbean,total,Hygiene,2011,17.19093,26648382.73,No service
sdg,Latin America and the Caribbean,pre_primary,Hygiene,2011,17.20478,4357167.734,No service
sdg,Latin America and the Caribbean,primary,Hygiene,2011,18.04124,10946008.33,No service
sdg,Latin America and the Caribbean,rural,Hygiene,2011,34.76669,11994168.21,No service
sdg,Latin America and the Caribbean,secondary,Hygiene,2011,12.1259,8368903.692,No service
sdg,Latin America and the Caribbean,urban,Hygiene,2011,8.71152,10497620.23,No service
sdg,Latin America and the Caribbean,total,Sanitation,2011,78.13429,121119253.3,Basic service
sdg,Latin America and the Caribbean,primary,Sanitation,2011,79.42174,48186869.46,Basic service
sdg,Latin America and the Caribbean,rural,Sanitation,2011,63.64526,21956996.7,Basic service
sdg,Latin America and the Caribbean,urban,Sanitation,2011,86.60631,104362936.9,Basic service
sdg,Latin America and the Caribbean,total,Sanitation,2011,0,0,Insufficient data
sdg,Latin America and the Caribbean,pre_primary,Sanitation,2011,92.63426,23459928.14,Insufficient data
sdg,Latin America and the Caribbean,primary,Sanitation,2011,0,0,Insufficient data
sdg,Latin America and the Caribbean,rural,Sanitation,2011,0,0,Insufficient data
sdg,Latin America and the Caribbean,secondary,Sanitation,2011,94.85341,65464732.51,Insufficient data
sdg,Latin America and the Caribbean,urban,Sanitation,2011,0,0,Insufficient data
sdg,Latin America and the Caribbean,total,Sanitation,2011,10.68601,16564837.07,Limited service
sdg,Latin America and the Caribbean,primary,Sanitation,2011,11.953,7252142.911,Limited service
sdg,Latin America and the Caribbean,rural,Sanitation,2011,20.50909,7075435.327,Limited service
sdg,Latin America and the Caribbean,urban,Sanitation,2011,9.67132,11654199.09,Limited service
sdg,Latin America and the Caribbean,total,Sanitation,2011,11.1797,17330115.64,No service
